Pollster Name,Methodology,State,sample_size,Type of Voter,Candidate Favored,Percentage
Morning Consult,NA,NA,10578,lv,Kamala Harris,50
Morning Consult,NA,NA,10578,lv,Donald Trump,46
Emerson College,IVR/Online Panel/Text-to-Web,Arizona,868,lv,Kamala Harris,48.7
Emerson College,IVR/Online Panel/Text-to-Web,Arizona,868,lv,Donald Trump,49.8
Emerson College,IVR/Online Panel/Text-to-Web,Georgia,975,lv,Kamala Harris,48.2
Emerson College,IVR/Online Panel/Text-to-Web,Georgia,975,lv,Donald Trump,50.3
Emerson College,IVR/Online Panel/Text-to-Web,Michigan,875,lv,Kamala Harris,50
Emerson College,IVR/Online Panel/Text-to-Web,Michigan,875,lv,Donald Trump,49.1
Emerson College,IVR/Online Panel/Text-to-Web,Nevada,895,lv,Kamala Harris,48.8
Emerson College,IVR/Online Panel/Text-to-Web,Nevada,895,lv,Donald Trump,49
Emerson College,IVR/Online Panel/Text-to-Web,Pennsylvania,880,lv,Kamala Harris,49.6
Emerson College,IVR/Online Panel/Text-to-Web,Pennsylvania,880,lv,Donald Trump,49.3
Emerson College,IVR/Online Panel/Text-to-Web,North Carolina,1000,lv,Kamala Harris,49.7
Emerson College,IVR/Online Panel/Text-to-Web,North Carolina,1000,lv,Donald Trump,49.3
Emerson College,IVR/Online Panel/Text-to-Web,Wisconsin,1000,lv,Kamala Harris,48.7
Emerson College,IVR/Online Panel/Text-to-Web,Wisconsin,1000,lv,Donald Trump,50.3
Texas Hispanic Policy Foundation,Text-to-Web,Texas,1200,lv,Kamala Harris,44
Texas Hispanic Policy Foundation,Text-to-Web,Texas,1200,lv,Donald Trump,50
Texas Hispanic Policy Foundation,Text-to-Web,Texas,1200,lv,Jill Stein,1
Texas Hispanic Policy Foundation,Text-to-Web,Texas,1200,lv,Chase Oliver,1
MassINC Polling Group,Live Phone/Text-to-Web,Pennsylvania,800,lv,Kamala Harris,50
MassINC Polling Group,Live Phone/Text-to-Web,Pennsylvania,800,lv,Donald Trump,46
MassINC Polling Group,Live Phone/Text-to-Web,Pennsylvania,800,lv,Jill Stein,1
MassINC Polling Group,Live Phone/Text-to-Web,Pennsylvania,800,lv,Chase Oliver,0
MassINC Polling Group,Live Phone/Text-to-Web,Pennsylvania,800,lv,Kamala Harris,52
MassINC Polling Group,Live Phone/Text-to-Web,Pennsylvania,800,lv,Donald Trump,47
MassINC Polling Group,Live Phone/Text-to-Web,Massachusetts,800,lv,Kamala Harris,60
MassINC Polling Group,Live Phone/Text-to-Web,Massachusetts,800,lv,Donald Trump,32
MassINC Polling Group,Live Phone/Text-to-Web,Massachusetts,800,lv,Robert F. Kennedy,3
MassINC Polling Group,Live Phone/Text-to-Web,Massachusetts,800,lv,Jill Stein,1
MassINC Polling Group,Live Phone/Text-to-Web,Massachusetts,800,lv,Cornel West,0
MassINC Polling Group,Live Phone/Text-to-Web,Massachusetts,800,lv,Chase Oliver,0
MassINC Polling Group,Live Phone/Text-to-Web,Massachusetts,800,lv,Kamala Harris,63
MassINC Polling Group,Live Phone/Text-to-Web,Massachusetts,800,lv,Donald Trump,35
SurveyUSA,Online Panel,New Mexico,619,lv,Kamala Harris,50
SurveyUSA,Online Panel,New Mexico,619,lv,Donald Trump,42
MassINC Polling Group,Live Phone/Text-to-Web,Wisconsin,800,lv,Kamala Harris,51
MassINC Polling Group,Live Phone/Text-to-Web,Wisconsin,800,lv,Donald Trump,45
MassINC Polling Group,Live Phone/Text-to-Web,Wisconsin,800,lv,Robert F. Kennedy,1
MassINC Polling Group,Live Phone/Text-to-Web,Wisconsin,800,lv,Jill Stein,1
MassINC Polling Group,Live Phone/Text-to-Web,Wisconsin,800,lv,Cornel West,0
MassINC Polling Group,Live Phone/Text-to-Web,Wisconsin,800,lv,Chase Oliver,0
MassINC Polling Group,Live Phone/Text-to-Web,Wisconsin,800,lv,Kamala Harris,53
MassINC Polling Group,Live Phone/Text-to-Web,Wisconsin,800,lv,Donald Trump,46
MassINC Polling Group,Live Phone/Text-to-Web,Connecticut,800,lv,Kamala Harris,53
MassINC Polling Group,Live Phone/Text-to-Web,Connecticut,800,lv,Donald Trump,37
MassINC Polling Group,Live Phone/Text-to-Web,Connecticut,800,lv,Robert F. Kennedy,3
MassINC Polling Group,Live Phone/Text-to-Web,Rhode Island,800,lv,Kamala Harris,53
MassINC Polling Group,Live Phone/Text-to-Web,Rhode Island,800,lv,Donald Trump,40
MassINC Polling Group,Live Phone/Text-to-Web,Rhode Island,800,lv,Robert F. Kennedy,2
MassINC Polling Group,Live Phone/Text-to-Web,Rhode Island,800,lv,Jill Stein,1
MassINC Polling Group,Live Phone/Text-to-Web,Rhode Island,800,lv,Cornel West,0
MassINC Polling Group,Live Phone/Text-to-Web,Rhode Island,800,lv,Kamala Harris,56
MassINC Polling Group,Live Phone/Text-to-Web,Rhode Island,800,lv,Donald Trump,43
Morning Consult,Online Panel,Arizona,862,lv,Kamala Harris,48.37
Morning Consult,Online Panel,Arizona,862,lv,Donald Trump,47.35
Morning Consult,Online Panel,Florida,2948,lv,Kamala Harris,46.8
Morning Consult,Online Panel,Florida,2948,lv,Donald Trump,49.52
Morning Consult,Online Panel,Maryland,578,lv,Kamala Harris,61.41
Morning Consult,Online Panel,Maryland,578,lv,Donald Trump,33.04
Morning Consult,Online Panel,Michigan,1297,lv,Kamala Harris,51.97
Morning Consult,Online Panel,Michigan,1297,lv,Donald Trump,44.46
Morning Consult,Online Panel,Nevada,474,lv,Kamala Harris,50.87
Morning Consult,Online Panel,Nevada,474,lv,Donald Trump,46.53
Morning Consult,Online Panel,Ohio,1488,lv,Kamala Harris,43.02
Morning Consult,Online Panel,Ohio,1488,lv,Donald Trump,52.16
Morning Consult,Online Panel,Pennsylvania,1756,lv,Kamala Harris,48.74
Morning Consult,Online Panel,Pennsylvania,1756,lv,Donald Trump,46.7
Morning Consult,Online Panel,Texas,2716,lv,Kamala Harris,45.77
Morning Consult,Online Panel,Texas,2716,lv,Donald Trump,49.58
Morning Consult,Online Panel,Wisconsin,600,lv,Kamala Harris,50.22
Morning Consult,Online Panel,Wisconsin,600,lv,Donald Trump,44.3
Morning Consult,Online Panel,North Carolina,1314,lv,Kamala Harris,49.33
Morning Consult,Online Panel,North Carolina,1314,lv,Donald Trump,47.16
Morning Consult,Online Panel,Colorado,512,lv,Kamala Harris,52.5
Morning Consult,Online Panel,Colorado,512,lv,Donald Trump,42.42
Morning Consult,Online Panel,Georgia,1347,lv,Kamala Harris,47.68
Morning Consult,Online Panel,Georgia,1347,lv,Donald Trump,48.63
Morning Consult,Online Panel,Minnesota,517,lv,Kamala Harris,49.56
Morning Consult,Online Panel,Minnesota,517,lv,Donald Trump,43
Morning Consult,Online Panel,Virginia,899,lv,Kamala Harris,50.76
Morning Consult,Online Panel,Virginia,899,lv,Donald Trump,44.44
Public Policy Polling,IVR/Text,Maryland,543,v,Kamala Harris,64
Public Policy Polling,IVR/Text,Maryland,543,v,Donald Trump,33
Florida Atlantic University PolCom Lab/Mainstreet Research,IVR/Online Panel,NA,820,rv,Kamala Harris,49
Florida Atlantic University PolCom Lab/Mainstreet Research,IVR/Online Panel,NA,820,rv,Donald Trump,45
Florida Atlantic University PolCom Lab/Mainstreet Research,IVR/Online Panel,NA,810,lv,Kamala Harris,49
Florida Atlantic University PolCom Lab/Mainstreet Research,IVR/Online Panel,NA,810,lv,Donald Trump,45
YouGov,Online Panel,NA,1445,rv,Kamala Harris,49
YouGov,Online Panel,NA,1445,rv,Donald Trump,45
YouGov,Online Panel,NA,1445,rv,Jill Stein,1
YouGov,Online Panel,NA,1445,rv,Cornel West,0
Morning Consult,NA,NA,10968,lv,Kamala Harris,50
Morning Consult,NA,NA,10968,lv,Donald Trump,45
Hart Research Associates/Public Opinion Strategies,Live Phone,NA,1000,rv,Kamala Harris,49
Hart Research Associates/Public Opinion Strategies,Live Phone,NA,1000,rv,Donald Trump,44
Hart Research Associates/Public Opinion Strategies,Live Phone,NA,1000,rv,Kamala Harris,47
Hart Research Associates/Public Opinion Strategies,Live Phone,NA,1000,rv,Donald Trump,41
Hart Research Associates/Public Opinion Strategies,Live Phone,NA,1000,rv,Robert F. Kennedy,2
Hart Research Associates/Public Opinion Strategies,Live Phone,NA,1000,rv,Cornel West,0
Hart Research Associates/Public Opinion Strategies,Live Phone,NA,1000,rv,Jill Stein,2
Hart Research Associates/Public Opinion Strategies,Live Phone,NA,1000,rv,Chase Oliver,1
Hart Research Associates/Public Opinion Strategies,Live Phone,NA,1000,rv,Randall A. Terry,0
Marist College,Live Phone/Online Panel/Text-to-Web,Pennsylvania,1663,rv,Kamala Harris,49
Marist College,Live Phone/Online Panel/Text-to-Web,Pennsylvania,1663,rv,Donald Trump,48
Marist College,Live Phone/Online Panel/Text-to-Web,Pennsylvania,1476,lv,Kamala Harris,49
Marist College,Live Phone/Online Panel/Text-to-Web,Pennsylvania,1476,lv,Donald Trump,49
Marist College,Live Phone/Online Panel/Text-to-Web,Wisconsin,1312,rv,Kamala Harris,50
Marist College,Live Phone/Online Panel/Text-to-Web,Wisconsin,1312,rv,Donald Trump,47
Marist College,Live Phone/Online Panel/Text-to-Web,Wisconsin,1194,lv,Kamala Harris,50
Marist College,Live Phone/Online Panel/Text-to-Web,Wisconsin,1194,lv,Donald Trump,49
Marist College,Live Phone/Online Panel/Text-to-Web,Michigan,1282,rv,Kamala Harris,50
Marist College,Live Phone/Online Panel/Text-to-Web,Michigan,1282,rv,Donald Trump,47
Marist College,Live Phone/Online Panel/Text-to-Web,Michigan,1138,lv,Kamala Harris,52
Marist College,Live Phone/Online Panel/Text-to-Web,Michigan,1138,lv,Donald Trump,47
ActiVote,App Panel,NA,1000,lv,Kamala Harris,52.7
ActiVote,App Panel,NA,1000,lv,Donald Trump,47.3
"Fabrizio, Lee & Associates/Impact Research",NA,North Carolina,600,lv,Kamala Harris,46
"Fabrizio, Lee & Associates/Impact Research",NA,North Carolina,600,lv,Donald Trump,48
"Fabrizio, Lee & Associates/Impact Research",NA,North Carolina,600,lv,Jill Stein,1
"Fabrizio, Lee & Associates/Impact Research",NA,North Carolina,600,lv,Cornel West,1
"Fabrizio, Lee & Associates/Impact Research",NA,North Carolina,600,lv,Chase Oliver,1
"Fabrizio, Lee & Associates/Impact Research",NA,North Carolina,600,lv,Kamala Harris,47
"Fabrizio, Lee & Associates/Impact Research",NA,North Carolina,600,lv,Donald Trump,50
ActiVote,App Panel,Virginia,400,lv,Kamala Harris,55.2
ActiVote,App Panel,Virginia,400,lv,Donald Trump,44.8
Cygnal,Live Phone/Text-to-Web,North Carolina,600,lv,Kamala Harris,45.3
Cygnal,Live Phone/Text-to-Web,North Carolina,600,lv,Donald Trump,45.6
Cygnal,Live Phone/Text-to-Web,North Carolina,600,lv,Chase Oliver,0.9
Cygnal,Live Phone/Text-to-Web,North Carolina,600,lv,Randall A. Terry,0.2
Cygnal,Live Phone/Text-to-Web,North Carolina,600,lv,Jill Stein,0.4
Cygnal,Live Phone/Text-to-Web,North Carolina,600,lv,Cornel West,1.6
HarrisX,Online Panel,NA,1505,rv,Kamala Harris,51
HarrisX,Online Panel,NA,1505,rv,Donald Trump,49
HarrisX,Online Panel,NA,1505,rv,Kamala Harris,50
HarrisX,Online Panel,NA,1505,rv,Donald Trump,45
HarrisX,Online Panel,NA,1505,rv,Cornel West,3
HarrisX,Online Panel,NA,1505,rv,Jill Stein,2
HarrisX,Online Panel,NA,1306,lv,Kamala Harris,51
HarrisX,Online Panel,NA,1306,lv,Donald Trump,49
HarrisX,Online Panel,NA,1247,lv,Kamala Harris,51
HarrisX,Online Panel,NA,1247,lv,Donald Trump,49
HarrisX,Online Panel,NA,1306,lv,Kamala Harris,50
HarrisX,Online Panel,NA,1306,lv,Donald Trump,46
HarrisX,Online Panel,NA,1306,lv,Cornel West,3
HarrisX,Online Panel,NA,1306,lv,Jill Stein,1
HarrisX,Online Panel,NA,1247,lv,Kamala Harris,50
HarrisX,Online Panel,NA,1247,lv,Donald Trump,46
HarrisX,Online Panel,NA,1247,lv,Cornel West,2
HarrisX,Online Panel,NA,1247,lv,Jill Stein,1
Morning Consult,NA,NA,11092,lv,Kamala Harris,50
Morning Consult,NA,NA,11092,lv,Donald Trump,45
Angus Reid Global,Online Panel,NA,1707,rv,Kamala Harris,49
Angus Reid Global,Online Panel,NA,1707,rv,Donald Trump,45
Beacon Research/Shaw & Company Research,Live Phone/Text-to-Web,NA,1102,rv,Kamala Harris,50
Beacon Research/Shaw & Company Research,Live Phone/Text-to-Web,NA,1102,rv,Donald Trump,48
Beacon Research/Shaw & Company Research,Live Phone/Text-to-Web,NA,876,lv,Kamala Harris,50
Beacon Research/Shaw & Company Research,Live Phone/Text-to-Web,NA,876,lv,Donald Trump,48
Quinnipiac University,Live Phone,Pennsylvania,1331,lv,Kamala Harris,51
Quinnipiac University,Live Phone,Pennsylvania,1331,lv,Donald Trump,45
Quinnipiac University,Live Phone,Pennsylvania,1331,lv,Jill Stein,1
Quinnipiac University,Live Phone,Pennsylvania,1331,lv,Chase Oliver,1
Quinnipiac University,Live Phone,Pennsylvania,1331,lv,Kamala Harris,51
Quinnipiac University,Live Phone,Pennsylvania,1331,lv,Donald Trump,46
Quinnipiac University,Live Phone,Michigan,905,lv,Kamala Harris,50
Quinnipiac University,Live Phone,Michigan,905,lv,Donald Trump,45
Quinnipiac University,Live Phone,Michigan,905,lv,Jill Stein,2
Quinnipiac University,Live Phone,Michigan,905,lv,Chase Oliver,0
Quinnipiac University,Live Phone,Michigan,905,lv,Cornel West,0
Quinnipiac University,Live Phone,Michigan,905,lv,Randall A. Terry,0
Quinnipiac University,Live Phone,Michigan,905,lv,Kamala Harris,51
Quinnipiac University,Live Phone,Michigan,905,lv,Donald Trump,46
Quinnipiac University,Live Phone,Wisconsin,1075,lv,Kamala Harris,48
Quinnipiac University,Live Phone,Wisconsin,1075,lv,Donald Trump,47
Quinnipiac University,Live Phone,Wisconsin,1075,lv,Jill Stein,1
Quinnipiac University,Live Phone,Wisconsin,1075,lv,Chase Oliver,0
Quinnipiac University,Live Phone,Wisconsin,1075,lv,Cornel West,0
Quinnipiac University,Live Phone,Wisconsin,1075,lv,Randall A. Terry,0
Quinnipiac University,Live Phone,Wisconsin,1075,lv,Claudia De La Cruz,0
Quinnipiac University,Live Phone,Wisconsin,1075,lv,Kamala Harris,49
Quinnipiac University,Live Phone,Wisconsin,1075,lv,Donald Trump,48
University of New Hampshire Survey Center,Probability Panel,Rhode Island,683,lv,Kamala Harris,58
University of New Hampshire Survey Center,Probability Panel,Rhode Island,683,lv,Donald Trump,38
University of New Hampshire Survey Center,Probability Panel,Rhode Island,683,lv,Chase Oliver,0
University of New Hampshire Survey Center,Probability Panel,Rhode Island,683,lv,Jill Stein,2
University of New Hampshire Survey Center,Probability Panel,Massachusetts,564,lv,Kamala Harris,62
University of New Hampshire Survey Center,Probability Panel,Massachusetts,564,lv,Donald Trump,31
University of New Hampshire Survey Center,Probability Panel,Massachusetts,564,lv,Chase Oliver,0
University of New Hampshire Survey Center,Probability Panel,Massachusetts,564,lv,Jill Stein,2
University of New Hampshire Survey Center,Probability Panel,New Hampshire,1695,lv,Kamala Harris,54
University of New Hampshire Survey Center,Probability Panel,New Hampshire,1695,lv,Donald Trump,43
University of New Hampshire Survey Center,Probability Panel,New Hampshire,1695,lv,Chase Oliver,1
University of New Hampshire Survey Center,Probability Panel,New Hampshire,1695,lv,Jill Stein,0
The Washington Post,Live Phone/Text-to-Web,Pennsylvania,1003,lv,Kamala Harris,48
The Washington Post,Live Phone/Text-to-Web,Pennsylvania,1003,lv,Donald Trump,47
The Washington Post,Live Phone/Text-to-Web,Pennsylvania,1003,lv,Jill Stein,1
The Washington Post,Live Phone/Text-to-Web,Pennsylvania,1003,lv,Chase Oliver,0
The Washington Post,Live Phone/Text-to-Web,Pennsylvania,1003,lv,Kamala Harris,48
The Washington Post,Live Phone/Text-to-Web,Pennsylvania,1003,lv,Donald Trump,48
J.L. Partners,Live Phone/Online Panel/App Panel,NA,1000,lv,Kamala Harris,43
J.L. Partners,Live Phone/Online Panel/App Panel,NA,1000,lv,Donald Trump,42
J.L. Partners,Live Phone/Online Panel/App Panel,NA,1000,lv,Robert F. Kennedy,4
J.L. Partners,Live Phone/Online Panel/App Panel,NA,1000,lv,Jill Stein,1
J.L. Partners,Live Phone/Online Panel/App Panel,NA,1000,lv,Cornel West,0
J.L. Partners,Live Phone/Online Panel/App Panel,NA,1000,lv,Chase Oliver,0
J.L. Partners,Live Phone/Online Panel/App Panel,NA,1000,lv,Kamala Harris,47
J.L. Partners,Live Phone/Online Panel/App Panel,NA,1000,lv,Donald Trump,45
Capitol Weekly,Text-to-Web/Email,California,1054,lv,Kamala Harris,59
Capitol Weekly,Text-to-Web/Email,California,1054,lv,Donald Trump,34
Capitol Weekly,Text-to-Web/Email,California,1054,lv,Robert F. Kennedy,3
Capitol Weekly,Text-to-Web/Email,California,1054,lv,Cornel West,0
Capitol Weekly,Text-to-Web/Email,California,1054,lv,Jill Stein,2
Capitol Weekly,Text-to-Web/Email,California,1054,lv,Claudia De La Cruz,2
Capitol Weekly,Text-to-Web/Email,California,1054,lv,Joe Biden,51
Capitol Weekly,Text-to-Web/Email,California,1054,lv,Donald Trump,34
Capitol Weekly,Text-to-Web/Email,California,1054,lv,Robert F. Kennedy,4
Capitol Weekly,Text-to-Web/Email,California,1054,lv,Cornel West,0
Capitol Weekly,Text-to-Web/Email,California,1054,lv,Jill Stein,3
Capitol Weekly,Text-to-Web/Email,California,1054,lv,Claudia De La Cruz,2
The New York Times/Siena College,Live Phone,NA,2437,lv,Kamala Harris,47
The New York Times/Siena College,Live Phone,NA,2437,lv,Donald Trump,47
The New York Times/Siena College,Live Phone,NA,2437,rv,Kamala Harris,46
The New York Times/Siena College,Live Phone,NA,2437,rv,Donald Trump,47
The New York Times/Siena College,Live Phone,NA,2437,rv,Kamala Harris,45
The New York Times/Siena College,Live Phone,NA,2437,rv,Donald Trump,46
The New York Times/Siena College,Live Phone,NA,2437,rv,Jill Stein,2
The New York Times/Siena College,Live Phone,NA,2437,rv,Chase Oliver,2
The New York Times/Siena College,Live Phone,NA,2437,lv,Kamala Harris,46
The New York Times/Siena College,Live Phone,NA,2437,lv,Donald Trump,46
The New York Times/Siena College,Live Phone,NA,2437,lv,Jill Stein,2
The New York Times/Siena College,Live Phone,NA,2437,lv,Chase Oliver,2
Siena College,Live Phone/Text-to-Web,New York,1003,lv,Kamala Harris,52
Siena College,Live Phone/Text-to-Web,New York,1003,lv,Donald Trump,40
Siena College,Live Phone/Text-to-Web,New York,1003,lv,Jill Stein,2
Siena College,Live Phone/Text-to-Web,New York,1003,lv,Chase Oliver,0
Siena College,Live Phone/Text-to-Web,New York,1003,lv,Cornel West,1
Siena College,Live Phone/Text-to-Web,New York,1003,lv,Kamala Harris,55
Siena College,Live Phone/Text-to-Web,New York,1003,lv,Donald Trump,42
The New York Times/Siena College,Live Phone,Pennsylvania,1082,rv,Kamala Harris,50
The New York Times/Siena College,Live Phone,Pennsylvania,1082,rv,Donald Trump,46
The New York Times/Siena College,Live Phone,Pennsylvania,1082,lv,Kamala Harris,50
The New York Times/Siena College,Live Phone,Pennsylvania,1082,lv,Donald Trump,46
The New York Times/Siena College,Live Phone,Pennsylvania,1082,rv,Kamala Harris,48
The New York Times/Siena College,Live Phone,Pennsylvania,1082,rv,Donald Trump,45
The New York Times/Siena College,Live Phone,Pennsylvania,1082,rv,Jill Stein,1
The New York Times/Siena College,Live Phone,Pennsylvania,1082,rv,Chase Oliver,1
The New York Times/Siena College,Live Phone,Pennsylvania,1082,lv,Kamala Harris,49
The New York Times/Siena College,Live Phone,Pennsylvania,1082,lv,Donald Trump,45
The New York Times/Siena College,Live Phone,Pennsylvania,1082,lv,Jill Stein,1
The New York Times/Siena College,Live Phone,Pennsylvania,1082,lv,Chase Oliver,1
Noble Predictive Insights,Online Panel/Text-to-Web,Nevada,692,lv,Kamala Harris,48
Noble Predictive Insights,Online Panel/Text-to-Web,Nevada,692,lv,Donald Trump,47
Noble Predictive Insights,Online Panel/Text-to-Web,Nevada,812,rv,Kamala Harris,48
Noble Predictive Insights,Online Panel/Text-to-Web,Nevada,812,rv,Donald Trump,45
Noble Predictive Insights,Online Panel/Text-to-Web,Nevada,692,lv,Kamala Harris,47
Noble Predictive Insights,Online Panel/Text-to-Web,Nevada,692,lv,Donald Trump,47
Noble Predictive Insights,Online Panel/Text-to-Web,Nevada,692,lv,Chase Oliver,1
Noble Predictive Insights,Online Panel/Text-to-Web,Nevada,692,lv,Jill Stein,0
Noble Predictive Insights,Online Panel/Text-to-Web,Nevada,812,rv,Kamala Harris,46
Noble Predictive Insights,Online Panel/Text-to-Web,Nevada,812,rv,Donald Trump,43
Noble Predictive Insights,Online Panel/Text-to-Web,Nevada,812,rv,Chase Oliver,1
Noble Predictive Insights,Online Panel/Text-to-Web,Nevada,812,rv,Jill Stein,0
Focaldata,NA,Arizona,1097,lv,Kamala Harris,49.8
Focaldata,NA,Arizona,1097,lv,Donald Trump,48.2
Focaldata,NA,Arizona,1097,lv,Jill Stein,0.5
Focaldata,NA,Arizona,1097,lv,Chase Oliver,0.3
Focaldata,NA,Arizona,1097,lv,Kamala Harris,50.7
Focaldata,NA,Arizona,1097,lv,Donald Trump,49.3
Focaldata,NA,Arizona,1097,a,Kamala Harris,50.8
Focaldata,NA,Arizona,1097,a,Donald Trump,46
Focaldata,NA,Arizona,1097,a,Jill Stein,0.7
Focaldata,NA,Arizona,1097,a,Chase Oliver,0
Focaldata,NA,Arizona,1097,rv,Kamala Harris,50.8
Focaldata,NA,Arizona,1097,rv,Donald Trump,46.4
Focaldata,NA,Arizona,1097,rv,Jill Stein,0
Focaldata,NA,Arizona,1097,rv,Chase Oliver,0
Focaldata,NA,Georgia,1081,lv,Kamala Harris,49.5
Focaldata,NA,Georgia,1081,lv,Donald Trump,48.3
Focaldata,NA,Georgia,1081,lv,Jill Stein,0.3
Focaldata,NA,Georgia,1081,lv,Chase Oliver,0
Focaldata,NA,Georgia,1081,lv,Kamala Harris,50.5
Focaldata,NA,Georgia,1081,lv,Donald Trump,49.5
Focaldata,NA,Georgia,1081,a,Kamala Harris,51.6
Focaldata,NA,Georgia,1081,a,Donald Trump,45.2
Focaldata,NA,Georgia,1081,a,Jill Stein,0.6
Focaldata,NA,Georgia,1081,a,Chase Oliver,0
Focaldata,NA,Georgia,1081,rv,Kamala Harris,52.1
Focaldata,NA,Georgia,1081,rv,Donald Trump,45.46
Focaldata,NA,Georgia,1081,rv,Jill Stein,0
Focaldata,NA,Georgia,1081,rv,Chase Oliver,0
Focaldata,NA,Michigan,1114,lv,Kamala Harris,48.7
Focaldata,NA,Michigan,1114,lv,Donald Trump,48
Focaldata,NA,Michigan,1114,lv,Jill Stein,0.8
Focaldata,NA,Michigan,1114,lv,Chase Oliver,0.6
Focaldata,NA,Michigan,1114,lv,Kamala Harris,50.6
Focaldata,NA,Michigan,1114,lv,Donald Trump,49.4
Focaldata,NA,Michigan,1114,a,Kamala Harris,49.2
Focaldata,NA,Michigan,1114,a,Donald Trump,46.7
Focaldata,NA,Michigan,1114,a,Jill Stein,0.9
Focaldata,NA,Michigan,1114,a,Chase Oliver,0.7
Focaldata,NA,Michigan,1114,rv,Kamala Harris,49.9
Focaldata,NA,Michigan,1114,rv,Donald Trump,46.47
Focaldata,NA,Michigan,1114,rv,Jill Stein,0.8
Focaldata,NA,Michigan,1114,rv,Chase Oliver,0.7
Focaldata,NA,Nevada,1038,lv,Kamala Harris,49.4
Focaldata,NA,Nevada,1038,lv,Donald Trump,47.9
Focaldata,NA,Nevada,1038,lv,Chase Oliver,1.4
Focaldata,NA,Nevada,1038,lv,Kamala Harris,51.4
Focaldata,NA,Nevada,1038,lv,Donald Trump,48.6
Focaldata,NA,Nevada,1038,a,Kamala Harris,50.4
Focaldata,NA,Nevada,1038,a,Donald Trump,46
Focaldata,NA,Nevada,1038,a,Chase Oliver,1.2
Focaldata,NA,Nevada,1038,rv,Kamala Harris,50.8
Focaldata,NA,Nevada,1038,rv,Donald Trump,46.2
Focaldata,NA,Nevada,1038,rv,Chase Oliver,1.2
Focaldata,NA,North Carolina,1094,lv,Kamala Harris,45.8
Focaldata,NA,North Carolina,1094,lv,Donald Trump,51.4
Focaldata,NA,North Carolina,1094,lv,Jill Stein,0.6
Focaldata,NA,North Carolina,1094,lv,Chase Oliver,0.8
Focaldata,NA,North Carolina,1094,lv,Kamala Harris,47.1
Focaldata,NA,North Carolina,1094,lv,Donald Trump,52.9
Focaldata,NA,North Carolina,1094,a,Kamala Harris,48.2
Focaldata,NA,North Carolina,1094,a,Donald Trump,48.4
Focaldata,NA,North Carolina,1094,a,Chase Oliver,1.1
Focaldata,NA,North Carolina,1094,a,Jill Stein,0.7
Focaldata,NA,North Carolina,1094,rv,Kamala Harris,47.48
Focaldata,NA,North Carolina,1094,rv,Donald Trump,49.2
Focaldata,NA,North Carolina,1094,rv,Chase Oliver,1.2
Focaldata,NA,North Carolina,1094,rv,Jill Stein,0
Focaldata,NA,Ohio,1115,lv,Kamala Harris,45.6
Focaldata,NA,Ohio,1115,lv,Donald Trump,52.2
Focaldata,NA,Ohio,1115,lv,Jill Stein,0.3
Focaldata,NA,Ohio,1115,lv,Chase Oliver,1.3
Focaldata,NA,Ohio,1115,lv,Kamala Harris,46.7
Focaldata,NA,Ohio,1115,lv,Donald Trump,53.3
Focaldata,NA,Ohio,1115,a,Kamala Harris,44.51
Focaldata,NA,Ohio,1115,a,Donald Trump,52.2
Focaldata,NA,Ohio,1115,a,Jill Stein,0.6
Focaldata,NA,Ohio,1115,a,Chase Oliver,1.6
Focaldata,NA,Ohio,1115,rv,Kamala Harris,45.9
Focaldata,NA,Ohio,1115,rv,Donald Trump,51.48
Focaldata,NA,Ohio,1115,rv,Jill Stein,0
Focaldata,NA,Ohio,1115,rv,Chase Oliver,1.4
Focaldata,NA,Pennsylvania,1120,lv,Kamala Harris,49.9
Focaldata,NA,Pennsylvania,1120,lv,Donald Trump,48
Focaldata,NA,Pennsylvania,1120,lv,Jill Stein,0.2
Focaldata,NA,Pennsylvania,1120,lv,Chase Oliver,0.7
Focaldata,NA,Pennsylvania,1120,lv,Kamala Harris,50.8
Focaldata,NA,Pennsylvania,1120,lv,Donald Trump,49.2
Focaldata,NA,Pennsylvania,1120,a,Kamala Harris,50.2
Focaldata,NA,Pennsylvania,1120,a,Donald Trump,47.1
Focaldata,NA,Pennsylvania,1120,a,Jill Stein,0
Focaldata,NA,Pennsylvania,1120,a,Chase Oliver,0.8
Focaldata,NA,Pennsylvania,1120,rv,Kamala Harris,50.9
Focaldata,NA,Pennsylvania,1120,rv,Donald Trump,46.6
Focaldata,NA,Pennsylvania,1120,rv,Jill Stein,0
Focaldata,NA,Pennsylvania,1120,rv,Chase Oliver,0.9
Focaldata,NA,Wisconsin,1019,lv,Kamala Harris,51.5
Focaldata,NA,Wisconsin,1019,lv,Donald Trump,46.1
Focaldata,NA,Wisconsin,1019,lv,Jill Stein,0.3
Focaldata,NA,Wisconsin,1019,lv,Chase Oliver,0.5
Focaldata,NA,Wisconsin,1019,lv,Kamala Harris,53.1
Focaldata,NA,Wisconsin,1019,lv,Donald Trump,46.9
Focaldata,NA,Wisconsin,1019,a,Kamala Harris,51.3
Focaldata,NA,Wisconsin,1019,a,Donald Trump,45.6
Focaldata,NA,Wisconsin,1019,a,Jill Stein,0.8
Focaldata,NA,Wisconsin,1019,a,Chase Oliver,0
Focaldata,NA,Wisconsin,1019,rv,Kamala Harris,52.4
Focaldata,NA,Wisconsin,1019,rv,Donald Trump,45.3
Focaldata,NA,Wisconsin,1019,rv,Jill Stein,0
